2,1,0,1,0.513100436681223,0.059332090184777,2,1,0.051901336073998
2,2,0,0,0.934497816593886,0.138328530259366,2,2,0.167523124357657
2,3,0,0,0.927947598253275,0.16697745380573,1,3,0.152106885919836
2,1,1,4,0.403930131004367,0.025428038650619,0,1,0.064748201438849
2,2,0,0,0.967248908296943,0.153415833192066,1,2,0.239465570400822
2,1,0,0,0.24235807860262,0.084760128835396,1,1,0.095580678314491
2,2,0,0,0.611353711790393,0.135616206136633,1,2,0.157245632065776
2,2,0,0,0.283842794759825,0.135616206136633,0,3,0.121274409044193
2,1,1,4,0.198689956331878,0.016952025767079,0,1,0.018499486125386
2,1,0,0,0.563318777292576,0.152568231903712,1,1,0.105858170606372
2,2,0,0,0.283842794759825,0.127140193253094,1,2,0.105858170606372
2,1,0,1,0.122270742358079,0.067808103068317,2,1,0.049331963001028
2,3,0,1,0.903930131004367,0.188167486014579,0,2,0.188078108941418
2,1,0,0,0.203056768558952,0.067808103068317,2,1,0.064748201438849
2,2,0,1,0.609170305676856,0.144092219020173,1,2,0.167523124357657
2,3,0,0,0.133187772925764,0.199694863536193,1,2,0.08016443987667
2,1,0,1,0.927947598253275,0.110188167486015,2,1,0.049331963001028
2,1,1,4,0.150655021834061,0.03644685539922,1,1,0.064748201438849
2,2,0,5,0.903930131004367,0.186472283437871,0,3,0.445015416238438
2,3,0,0,0.364628820960699,0.19918630276318,0,3,0.34224049331963
2,2,0,0,0.934497816593886,0.152568231903712,2,2,0.157245632065776
2,1,0,0,0.927947598253275,0.071198508221733,1,1,0.059609455292909
2,2,0,0,0.327510917030568,0.140532293609086,2,2,0.290853031860226
2,2,0,0,0.672489082969432,0.094931344295643,0,2,0.136690647482014
2,1,0,0,0.934497816593886,0.084760128835396,2,1,0.126413155190134
2,1,0,2,0.364628820960699,0.093236141718935,2,1,0.07502569373073
2,1,0,0,0.403930131004367,0.093236141718935,1,1,0.116135662898253
2,1,0,2,0.425764192139738,0.093236141718935,2,1,0.064748201438849
2,1,1,4,0.513100436681223,0.042380064417698,2,1,0.023638232271326
2,2,0,0,0.611353711790393,0.166129852517376,0,2,0.229188078108941
2,1,1,4,0.591703056768559,0.042380064417698,1,1,0.105858170606372
2,2,0,0,0.146288209606987,0.097474148160705,1,1,0.07502569373073
2,2,0,0,0.061135371179039,0.169520257670792,1,2,0.161356628982528
2,2,0,0,0.403930131004367,0.152568231903712,0,2,0.167523124357657
2,1,0,0,0.150655021834061,0.101712154602475,1,1,0.085303186022611
2,2,0,0,0.934497816593886,0.156975758603153,1,2,0.172661870503597
2,1,0,0,0.606986899563319,0.093236141718935,2,1,0.08016443987667
2,1,0,2,0.934497816593886,0.08984573656552,1,1,0.152106885919836
2,1,0,2,0.093886462882096,0.076284115951856,2,1,0.064748201438849
2,1,0,0,0.425764192139738,0.059332090184777,2,1,0.052415210688592
2,2,0,0,0.860262008733625,0.135616206136633,1,2,0.085303186022611
2,1,1,4,0.213973799126638,0.042380064417698,2,1,0.028776978417266
2,1,0,0,0.364628820960699,0.088150533988812,1,1,0.095580678314491
2,2,0,0,0.818777292576419,0.135616206136633,2,2,0.105858170606372
2,1,0,0,0.927947598253275,0.086455331412104,2,1,0.065775950668037
2,2,0,0,0.927947598253275,0.169520257670792,1,2,0.188078108941418
2,1,0,2,0.606986899563319,0.08984573656552,1,1,0.08016443987667
2,2,0,0,0.934497816593886,0.152568231903712,1,2,0.177800616649538
2,1,0,0,0.268558951965065,0.076284115951856,1,1,0.044193216855087
2,2,0,2,0.403930131004367,0.186472283437871,2,2,0.34224049331963
2,1,0,0,0.283842794759825,0.067808103068317,2,2,0.07502569373073
2,1,0,0,0.364628820960699,0.059332090184777,2,1,0.110996916752312
2,1,0,0,0.796943231441048,0.088150533988812,2,1,0.08016443987667
2,2,0,0,0.198689956331878,0.127309713510765,1,2,0.157245632065776
2,3,0,0,0.927947598253275,0.166129852517376,1,3,0.146968139773895
2,1,0,0,0.563318777292576,0.085099169350738,2,1,0.065775950668037
2,2,0,2,0.836244541484716,0.142736056958807,1,2,0.131551901336074
2,2,0,0,0.934497816593886,0.148330225461943,2,2,0.172661870503597
0,2,0,0,0.017467248908297,0.135616206136633,2,2,0.136690647482014
2,1,1,4,0.338427947598253,0.067808103068317,0,2,0.018499486125386
2,3,0,0,0.150655021834061,0.19494829632141,2,3,0.198355601233299
0,2,0,0,0.283842794759825,0.144092219020173,1,2,0.162384378211716
0,2,0,0,0.072052401746725,0.151381590100017,2,2,0.146968139773895
